Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year,Price
MG,Hector,Savvy,SUV,Automatic,Petrol,2020,140856,1st,Maharashtra,No,6,23476.0,381150
Honda,City,VX,Sedan,Manual,Petrol,2022,83666,2nd,Telangana,No,4,20916.5,960062
Toyota,Innova,G+,MPV,Manual,Petrol,2007,147434,3rd+,Haryana,Yes,19,7759.684210526316,319887
Renault,Triber,RXL,MPV,Manual,Diesel,2023,143200,1st,Delhi,No,3,47733.333333333336,1072500
Skoda,Octavia,Style,Sedan,Manual,Petrol,2020,136616,2nd,Karnataka,No,6,22769.333333333332,1172490
Hyundai,Aura,Sportz,Sedan,Manual,Diesel,2022,82905,2nd,Assam,No,4,20726.25,898240
Mahindra,XUV500,W10,SUV,Automatic,Petrol,2020,73071,2nd,Andhra Pradesh,No,6,12178.5,672043
Tata,Harrier,XZA+,SUV,Automatic,Petrol,2023,100434,1st,Maharashtra,No,3,33478.0,1524600
Volkswagen,Polo,Highline+,Hatchback,Manual,CNG,2021,142239,2nd,Gujarat,No,5,28447.8,758670
Hyundai,Grand i10,Asta,Hatchback,Manual,CNG,2020,149235,1st,Karnataka,No,6,24872.5,313500
Mahindra,XUV500,AX3,SUV,Automatic,Diesel,2012,166155,2nd,Karnataka,No,14,11868.214285714286,184476
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2015,134688,1st,Telangana,No,11,12244.363636363636,237006
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Diesel,2019,19097,2nd,Maharashtra,No,7,2728.1428571428573,711480
Mahindra,Thar,AX7,SUV,Manual,Petrol,2016,48709,2nd,Tamil Nadu,No,10,4870.9,1067220
Hyundai,Verna,Sportz,Sedan,Manual,Hybrid,2010,84494,2nd,Punjab,No,16,5280.875,598538
Skoda,Rapid,Ambition,Sedan,Manual,Petrol,2017,81192,2nd,Gujarat,No,9,9021.333333333334,560036
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2022,176930,2nd,West Bengal,No,4,44232.5,1452000
Maruti Suzuki,Alto,V,Hatchback,Manual,CNG,2019,93197,2nd,Uttar Pradesh,No,7,13313.857142857143,677134
Hyundai,Creta,Base,SUV,Manual,Diesel,2018,39887,1st,Delhi,No,8,4985.875,565950
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2022,83455,2nd,Delhi,No,4,20863.75,1637159
Hyundai,Aura,SX(O),Sedan,Manual,Petrol,2020,160276,2nd,Maharashtra,No,6,26712.666666666668,275880
Mahindra,XUV500,AX5,SUV,Manual,Petrol,2014,40247,2nd,Kerala,No,12,3353.9166666666665,531069
Hyundai,Verna,Magna,Sedan,Automatic,Petrol,2006,101325,3rd+,Telangana,Yes,20,5066.25,358141
Honda,WR-V,E,SUV,Automatic,Diesel,2019,111099,1st,Karnataka,No,7,15871.285714285714,200103
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2020,11099,1st,Andhra Pradesh,Yes,6,1849.8333333333333,506040
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2008,127641,3rd+,Assam,No,18,7091.166666666667,150773
Skoda,Superb,L&K,Sedan,Manual,Petrol,2004,85251,3rd+,West Bengal,No,22,3875.0454545454545,375024
Hyundai,Verna,Asta,Sedan,Manual,Diesel,2008,121720,3rd+,Madhya Pradesh,No,18,6762.222222222223,474658
Hyundai,Verna,SX(O),Sedan,Automatic,Diesel,2020,89738,1st,Assam,No,6,14956.333333333334,1122800
Toyota,Etios,VX,Sedan,Manual,Diesel,2011,52756,1st,Karnataka,No,15,3517.0666666666666,350022
Jaguar,XF,Portfolio,Sedan,Manual,Petrol,2020,55723,2nd,Maharashtra,No,6,9287.166666666666,1200078
MG,ZS EV,Super,Luxury,Manual,Petrol,2023,83050,2nd,Delhi,No,3,27683.333333333332,555825
Toyota,Urban Cruiser,ZX,SUV,Manual,Diesel,2021,31240,1st,Kerala,No,5,6248.0,2154600
Skoda,Slavia,Active,Sedan,Manual,Petrol,2022,113437,1st,Delhi,No,4,28359.25,391875
Kia,Sonet,HTE,SUV,Manual,Petrol,2020,142777,2nd,Karnataka,No,6,23796.166666666668,457380
Nissan,Magnite,XV,SUV,Automatic,Diesel,2022,174585,1st,Maharashtra,No,4,43646.25,381150
Ford,Endeavour,Trend+,SUV,Manual,Diesel,2010,163605,2nd,Delhi,No,16,10225.3125,838530
Maruti Suzuki,WagonR,Base,Hatchback,Automatic,Diesel,2001,23151,2nd,Delhi,No,25,926.04,761332
Maruti Suzuki,Dzire,Base,Sedan,Manual,Diesel,2019,112392,1st,Maharashtra,No,7,16056.0,768075
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2021,31145,1st,Rajasthan,No,5,6229.0,1003200
Honda,WR-V,VX,SUV,Automatic,Diesel,2020,150222,1st,Gujarat,No,6,25037.0,1048162
Tata,Harrier,XT,SUV,Manual,Petrol,2023,39392,1st,Maharashtra,No,3,13130.666666666666,1155000
Ford,Figo,Trend,Sedan,Manual,Petrol,2017,55767,1st,Uttar Pradesh,No,9,6196.333333333333,989320
Maruti Suzuki,Ignis,Base,Hatchback,Manual,Petrol,2021,156401,1st,Maharashtra,No,5,31280.2,825000
Mahindra,TUV300,W6,SUV,Manual,Petrol,2015,174858,2nd,Maharashtra,No,11,15896.181818181818,640332
Hyundai,i20,Sportz,Hatchback,Manual,Petrol,2012,100739,2nd,Tamil Nadu,No,14,7195.642857142857,159720
Tata,Nexon,XZ,SUV,Manual,Petrol,2018,68976,1st,Delhi,No,8,8622.0,914413
Honda,WR-V,E,SUV,Manual,Petrol,2020,129425,1st,Delhi,No,6,21570.833333333332,519750
Maruti Suzuki,Swift,V,Sedan,Manual,Petrol,2006,111839,2nd,Gujarat,No,20,5591.95,189667
Ford,Endeavour,Sports,SUV,Manual,Petrol,2012,45359,1st,Maharashtra,No,14,3239.9285714285716,444675
Toyota,Fortuner,E,SUV,Manual,Diesel,2023,121614,1st,Telangana,No,3,40538.0,779625
Hyundai,Creta,Asta,SUV,Manual,Electric,2021,35271,1st,Karnataka,No,5,7054.2,2541000
Ford,Aspire,Titanium+,Sedan,Manual,Petrol,2021,174060,1st,Maharashtra,No,5,34812.0,391875
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2021,23592,1st,Maharashtra,No,5,4718.4,2079000
Hyundai,i10,Base,Hatchback,Manual,Petrol,2012,170834,2nd,Kerala,No,14,12202.42857142857,413820
Maruti Suzuki,Celerio,Base,Hatchback,Automatic,Petrol,2015,154703,1st,Goa,No,11,14063.90909090909,877800
Maruti Suzuki,Ignis,V,Hatchback,Manual,Petrol,2019,126226,2nd,Rajasthan,No,7,18032.285714285714,131670
Honda,Jazz,ZX,Sedan,Manual,Petrol,2021,114590,2nd,Delhi,No,5,22918.0,819363
Maruti Suzuki,Celerio,V,Hatchback,Automatic,Petrol,2020,139235,2nd,Gujarat,No,6,23205.833333333332,718740
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2017,22076,1st,Gujarat,No,9,2452.8888888888887,582120
MG,ZS EV,Style,Luxury,Manual,CNG,2021,159368,1st,Delhi,Yes,5,31873.6,964696
Mahindra,Bolero,AX3,SUV,Manual,Petrol,2011,102924,2nd,Karnataka,No,15,6861.6,125779
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Petrol,2021,54483,1st,Delhi,No,5,10896.6,1004850
Toyota,Glanza,E,Hatchback,Manual,CNG,2019,154059,1st,Rajasthan,No,7,22008.428571428572,189525
Hyundai,i10,Asta,Hatchback,Automatic,CNG,2012,53897,1st,Bihar,No,14,3849.785714285714,570037
Hyundai,Verna,Sportz,Sedan,Manual,Petrol,2019,143207,1st,Karnataka,No,7,20458.14285714286,987525
Maruti Suzuki,Celerio,Z,Hatchback,Manual,Petrol,2015,94425,1st,Gujarat,No,11,8584.09090909091,633055
Honda,Brio,VX,Hatchback,Manual,Diesel,2013,10567,1st,Andhra Pradesh,No,13,812.8461538461538,156750
Honda,City,E,Sedan,Manual,Petrol,2022,58097,2nd,Telangana,No,4,14524.25,480031
Maruti Suzuki,Ertiga,V,MPV,Manual,Petrol,2014,176380,2nd,West Bengal,No,12,14698.333333333334,119790
Ford,Figo,Titanium+,Sedan,Manual,Diesel,2014,21582,2nd,Karnataka,No,12,1798.5,455202
Hyundai,i10,Asta,Hatchback,Manual,Petrol,2011,74474,1st,Maharashtra,No,15,4964.933333333333,368445
Hyundai,Venue,Asta,SUV,Manual,Petrol,2023,177934,2nd,West Bengal,No,3,59311.333333333336,990990
Maruti Suzuki,S-Presso,L,Hatchback,Automatic,Diesel,2021,124945,1st,Delhi,No,5,24989.0,958320
Nissan,Sunny,XE,Sedan,Automatic,Diesel,2016,23634,2nd,Uttar Pradesh,No,10,2363.4,856147
Hyundai,i10,Base,Hatchback,Manual,Diesel,2013,85725,3rd+,Assam,No,13,6594.2307692307695,102279
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2014,77260,1st,Maharashtra,No,12,6438.333333333333,757944
Volkswagen,Polo,GT,Hatchback,Manual,Hybrid,2022,37412,1st,Gujarat,No,4,9353.0,1963500
Maruti Suzuki,Swift,Z,Sedan,Automatic,Petrol,2020,167654,2nd,Uttar Pradesh,No,6,27942.333333333332,1307153
Nissan,Terrano,XE,SUV,Automatic,Diesel,2020,13015,1st,Delhi,No,6,2169.1666666666665,2159850
Mahindra,Scorpio,W6,SUV,Automatic,CNG,2006,14905,1st,Maharashtra,No,20,745.25,398301
Tata,Nexon,XE,SUV,Manual,Petrol,2022,157882,1st,Maharashtra,No,4,39470.5,866250
Mahindra,Bolero,W8(O),SUV,Automatic,Diesel,2020,35251,1st,Maharashtra,No,6,5875.166666666667,1651650
Hyundai,i10,Magna,Hatchback,Manual,Petrol,2011,81876,3rd+,Tamil Nadu,No,15,5458.4,355286
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2012,58414,2nd,Karnataka,No,14,4172.428571428572,700340
Honda,Brio,S,Hatchback,Automatic,Diesel,2015,136814,2nd,West Bengal,No,11,12437.636363636364,614922
Maruti Suzuki,Dzire,Base,Sedan,Manual,Petrol,2016,17244,1st,Tamil Nadu,No,10,1724.4,1097250
BMW,X1,Luxury Line,Luxury,Manual,Petrol,2014,94524,2nd,Himachal Pradesh,No,12,7877.0,880057
Ford,Endeavour,Titanium,SUV,Manual,Petrol,2015,147617,1st,Maharashtra,No,11,13419.727272727272,667012
Hyundai,i10,SX,Hatchback,Automatic,Diesel,2009,178244,3rd+,Kerala,No,17,10484.941176470587,323296
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2019,99591,1st,Delhi,No,7,14227.285714285714,506444
Maruti Suzuki,Swift,Base,Sedan,Manual,Diesel,2007,31729,2nd,Madhya Pradesh,No,19,1669.9473684210527,131043
Volkswagen,Ameo,Trendline,Sedan,Manual,Petrol,2017,70518,1st,Gujarat,Yes,9,7835.333333333333,293532
Maruti Suzuki,S-Presso,Base,Hatchback,Automatic,CNG,2020,23525,1st,Gujarat,No,6,3920.8333333333335,1149500
Tata,Tigor,XM,Sedan,Manual,Diesel,2017,156891,2nd,Karnataka,No,9,17432.333333333332,337953
Volkswagen,Polo,Comfortline,Hatchback,Manual,Petrol,2013,97121,2nd,Rajasthan,Yes,13,7470.846153846154,192253
Maruti Suzuki,Ertiga,L,MPV,Manual,CNG,2018,121906,2nd,West Bengal,No,8,15238.25,602521
Maruti Suzuki,Dzire,V,Sedan,Automatic,Diesel,2019,16456,1st,Delhi,No,7,2350.8571428571427,321860
Mahindra,Scorpio,W8,SUV,Automatic,Diesel,2017,144511,1st,Maharashtra,No,9,16056.777777777777,800415
Ford,Aspire,Trend+,Sedan,Manual,Petrol,2017,44084,1st,Maharashtra,No,9,4898.222222222223,950950
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2019,59142,1st,Gujarat,No,7,8448.857142857143,1125432
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2009,41589,2nd,North East,No,17,2446.4117647058824,367840
Hyundai,Venue,SX(O),SUV,Manual,Petrol,2020,153453,2nd,Maharashtra,No,6,25575.5,838530
Hyundai,Verna,SX,Sedan,Automatic,Petrol,2006,143575,2nd,Gujarat,No,20,7178.75,667629
Maruti Suzuki,Alto,L,Hatchback,Manual,Diesel,2016,124208,2nd,West Bengal,No,10,12420.8,390297
Maruti Suzuki,Ignis,Z,Hatchback,Automatic,Petrol,2017,26704,1st,Delhi,No,9,2967.1111111111113,1689765
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2007,78951,2nd,Karnataka,No,19,4155.315789473684,416869
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2008,44619,1st,West Bengal,Yes,18,2478.8333333333335,502205
Hyundai,Grand i10,Base,Hatchback,Manual,Petrol,2015,12898,1st,Karnataka,No,11,1172.5454545454545,1463000
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Diesel,2021,75168,1st,Delhi,No,5,15033.6,1105335
Toyota,Etios,V,Sedan,Manual,Petrol,2010,135356,2nd,Tamil Nadu,No,16,8459.75,493135
Maruti Suzuki,WagonR,L,Hatchback,Automatic,Diesel,2014,119462,2nd,Karnataka,Yes,12,9955.166666666666,498341
Maruti Suzuki,Celerio,Z,Hatchback,Manual,CNG,2019,88379,1st,Maharashtra,No,7,12625.57142857143,935515
Chevrolet,Sail,Base,Sedan,Manual,CNG,2012,116830,2nd,Karnataka,No,14,8345.0,720736
Maruti Suzuki,Dzire,V,Sedan,Manual,Diesel,2020,97304,2nd,Tamil Nadu,No,6,16217.333333333334,960062
Honda,City,ZX,Sedan,Manual,Petrol,2004,35794,2nd,Gujarat,No,22,1627.0,327745
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2020,46354,1st,Punjab,No,6,7725.666666666667,1026000
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2021,84743,1st,Delhi,No,5,16948.6,1708245
Volkswagen,Polo,Trendline,Hatchback,Manual,Petrol,2018,90848,1st,Gujarat,No,8,11356.0,535920
Volkswagen,Taigun,Comfortline,SUV,Automatic,Diesel,2022,134754,1st,Telangana,No,4,33688.5,1619887
Toyota,Fortuner,E,SUV,Manual,Petrol,2012,99192,2nd,Maharashtra,No,14,7085.142857142857,534982
Renault,Triber,RXL,MPV,Manual,Diesel,2023,136118,1st,Tamil Nadu,No,3,45372.666666666664,1320000
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2019,146146,1st,Tamil Nadu,No,7,20878.0,498960
Hyundai,Venue,Asta,SUV,Manual,Petrol,2023,178423,1st,Delhi,No,3,59474.333333333336,866250
Honda,WR-V,ZX,SUV,Manual,CNG,2019,90177,2nd,Maharashtra,No,7,12882.42857142857,1016130
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2006,27569,2nd,Karnataka,No,20,1378.45,862488
Maruti Suzuki,Swift,Base,Sedan,Manual,CNG,2009,62329,1st,Karnataka,No,17,3666.4117647058824,142509
Hyundai,i10,Base,Hatchback,Manual,Petrol,2010,133534,2nd,Kerala,No,16,8345.875,620730
BMW,X1,Sport,Luxury,Manual,Petrol,2020,106113,1st,Karnataka,No,6,17685.5,1542750
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Diesel,2021,19678,1st,Delhi,No,5,3935.6,1430000
Toyota,Urban Cruiser,G+,SUV,Manual,CNG,2022,156418,1st,Telangana,No,4,39104.5,905231
Hyundai,Aura,Era,Sedan,Automatic,Petrol,2020,51422,2nd,Delhi,No,6,8570.333333333334,1320085
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2012,73232,2nd,Maharashtra,No,14,5230.857142857143,844854
Kia,Sonet,HTK+,SUV,Manual,Petrol,2022,89084,2nd,Tamil Nadu,No,4,22271.0,1680109
Honda,City,VX,Sedan,Manual,Petrol,2022,72401,2nd,Delhi,No,4,18100.25,800052
Hyundai,Verna,Sportz,Sedan,Manual,Diesel,2013,110008,2nd,West Bengal,No,13,8462.153846153846,379335
Hyundai,Creta,SX,SUV,Manual,Petrol,2023,82449,1st,Maharashtra,No,3,27483.0,602910
Hyundai,i20,Base,Hatchback,Manual,Petrol,2011,68362,2nd,Maharashtra,No,15,4557.466666666666,555825
Maruti Suzuki,Ertiga,L,MPV,Manual,Diesel,2020,85838,2nd,West Bengal,No,6,14306.333333333334,1051015
Maruti Suzuki,Ignis,ZX,Hatchback,Automatic,Petrol,2023,59276,1st,Gujarat,No,3,19758.666666666668,1819065
Toyota,Glanza,V,Hatchback,Manual,Diesel,2022,176144,1st,Delhi,No,4,44036.0,1072500
Hyundai,Aura,Sportz,Sedan,Automatic,Diesel,2023,164108,1st,Delhi,No,3,54702.666666666664,1206975
Toyota,Etios,G+,Sedan,Manual,Petrol,2019,67553,1st,Maharashtra,No,7,9650.42857142857,1018248
Hyundai,Grand i10,Asta,Hatchback,Manual,Diesel,2018,71056,1st,Maharashtra,No,8,8882.0,870870
Honda,WR-V,V,SUV,Automatic,CNG,2022,149400,2nd,Karnataka,No,4,37350.0,637282
Ford,Figo,Trend,Sedan,Manual,Petrol,2010,140830,2nd,Karnataka,Yes,16,8801.875,359047
Honda,City,VX,Sedan,Manual,Diesel,2002,41923,1st,Gujarat,No,24,1746.7916666666667,574750
Maruti Suzuki,Dzire,V,Sedan,Manual,Petrol,2019,72431,2nd,Delhi,No,7,10347.285714285714,1008065
Renault,Kwid,RXZ,Hatchback,Manual,Petrol,2023,19139,1st,Andhra Pradesh,No,3,6379.666666666667,1615000
Audi,A4,Premium,Sedan,Manual,Diesel,2016,39570,2nd,Karnataka,No,10,3957.0,514976
Honda,WR-V,VX,SUV,Manual,Petrol,2021,23169,1st,Maharashtra,No,5,4633.8,1732500
Tata,Tiago,XM,Hatchback,Manual,Petrol,2022,133090,2nd,Tamil Nadu,No,4,33272.5,1379400
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Petrol,2023,67625,1st,Delhi,No,3,22541.666666666668,1607760
Hyundai,i10,SX(O),Hatchback,Manual,Petrol,2009,117432,3rd+,Maharashtra,No,17,6907.764705882353,680625
Audi,Q3,Premium,Luxury,Manual,Petrol,2019,146779,1st,Delhi,No,7,20968.428571428572,762300
Ford,Endeavour,Titanium+,SUV,Manual,Diesel,2010,110234,2nd,Tamil Nadu,No,16,6889.625,838530
Chevrolet,Sail,Base,Sedan,Manual,Diesel,2013,26678,1st,Uttar Pradesh,No,13,2052.153846153846,992750
Mahindra,Scorpio,W8(O),SUV,Manual,Diesel,2018,10694,1st,Delhi,No,8,1336.75,1051050
Hyundai,i20,Magna,Hatchback,Manual,Petrol,2018,125503,1st,Karnataka,No,8,15687.875,231000
Mahindra,Scorpio,AX5,SUV,Automatic,Petrol,2011,120496,3rd+,Tamil Nadu,No,15,8033.066666666667,550285
Maruti Suzuki,Ertiga,L,MPV,Manual,Diesel,2021,75595,2nd,Gujarat,No,5,15119.0,242542
Kia,Sonet,HTX,SUV,Manual,Petrol,2020,29625,1st,Delhi,No,6,4937.5,1732500
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Hybrid,2021,176541,1st,Delhi,No,5,35308.2,272868
Skoda,Octavia,Monte Carlo,Sedan,Manual,Petrol,2006,38204,1st,West Bengal,No,20,1910.2,229900
Hyundai,Aura,Base,Sedan,Automatic,Diesel,2023,94341,1st,Karnataka,No,3,31447.0,700045
Honda,Amaze,VX,Sedan,Manual,Diesel,2021,43337,1st,Gujarat,No,5,8667.4,731500
Mahindra,Bolero,AX7,SUV,Manual,Diesel,2016,126988,2nd,Tamil Nadu,No,10,12698.8,533610
Ford,EcoSport,Titanium,SUV,Manual,Petrol,2013,96797,3rd+,Delhi,No,13,7445.923076923077,538850
Hyundai,Aura,Base,Sedan,Manual,Diesel,2021,78284,1st,Telangana,No,5,15656.8,727320
Maruti Suzuki,Baleno,V,Hatchback,Manual,Petrol,2021,168341,1st,Maharashtra,Yes,5,33668.2,1017972
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2019,171872,1st,Karnataka,No,7,24553.14285714286,577500
Nissan,Magnite,XL,SUV,Manual,Diesel,2020,40830,2nd,Maharashtra,No,6,6805.0,1626240
Toyota,Glanza,VX,Hatchback,Manual,Diesel,2019,124616,1st,Tamil Nadu,No,7,17802.285714285714,173250
Mahindra,TUV300,AX3,SUV,Manual,CNG,2020,78749,1st,Rajasthan,No,6,13124.833333333334,329773
Honda,City,V,Sedan,Manual,Diesel,2023,18912,1st,Haryana,No,3,6304.0,1083000
Maruti Suzuki,Dzire,Base,Sedan,Manual,Diesel,2022,65454,1st,Telangana,No,4,16363.5,1000065
Ford,Endeavour,Sports,SUV,Manual,Diesel,2005,17247,1st,Uttar Pradesh,No,21,821.2857142857143,164587
Honda,Brio,E,Hatchback,Manual,CNG,2018,19170,1st,Karnataka,No,8,2396.25,950950
Maruti Suzuki,Celerio,V,Hatchback,Manual,Diesel,2021,88745,2nd,Kerala,No,5,17749.0,654588
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2018,22202,2nd,Karnataka,No,8,2775.25,1351812
Toyota,Urban Cruiser,E,SUV,Manual,CNG,2020,174032,1st,Karnataka,No,6,29005.333333333332,411468
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Diesel,2018,86353,2nd,Maharashtra,Yes,8,10794.125,299140
Kia,Carens,HTK+,MPV,Manual,Petrol,2022,87914,2nd,Andhra Pradesh,No,4,21978.5,1163712
Renault,Triber,RXE,MPV,Manual,Diesel,2023,165734,1st,Gujarat,No,3,55244.666666666664,1567500
Maruti Suzuki,Alto,ZX,Hatchback,Manual,CNG,2018,69233,2nd,Andhra Pradesh,No,8,8654.125,783541
Toyota,Glanza,G+,Hatchback,Manual,Petrol,2021,132923,1st,Tamil Nadu,No,5,26584.6,330000
Hyundai,i10,Magna,Hatchback,Manual,Petrol,2013,79146,1st,Gujarat,No,13,6088.153846153846,315810
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2017,128021,2nd,Gujarat,No,9,14224.555555555555,677837
Tata,Altroz,XZA+,Hatchback,Manual,Petrol,2020,137744,1st,Telangana,No,6,22957.333333333332,1485000
Maruti Suzuki,Celerio,V,Hatchback,Manual,Diesel,2020,16133,1st,Karnataka,No,6,2688.8333333333335,1540000
Honda,Amaze,S,Sedan,Manual,Petrol,2018,79722,2nd,Maharashtra,No,8,9965.25,1008065
Toyota,Innova,ZX,MPV,Manual,Diesel,2005,32648,2nd,Uttar Pradesh,No,21,1554.6666666666667,993168
Maruti Suzuki,Alto,Base,Hatchback,Manual,Petrol,2004,160096,2nd,Maharashtra,No,22,7277.090909090909,798600
Maruti Suzuki,S-Presso,Z,Hatchback,Manual,Diesel,2021,11974,1st,Telangana,No,5,2394.8,1732500
Range Rover,Velar,SE,Luxury,Manual,Petrol,2019,19110,1st,Tamil Nadu,No,7,2730.0,254100
Tata,Nexon,XZA,SUV,Automatic,Diesel,2019,100478,2nd,Delhi,No,7,14354.0,704365
Maruti Suzuki,Ignis,Base,Hatchback,Automatic,Petrol,2017,14689,2nd,Maharashtra,No,9,1632.111111111111,298144
Maruti Suzuki,Alto,Z,Hatchback,Manual,Diesel,2021,92905,2nd,Uttar Pradesh,No,5,18581.0,1221897
Nissan,Sunny,XE,Sedan,Manual,Diesel,2012,96349,2nd,Maharashtra,No,14,6882.071428571428,396025
Hyundai,i10,Era,Hatchback,Automatic,CNG,2009,65671,2nd,Maharashtra,No,17,3863.0,968062
Mahindra,Thar,W6,SUV,Manual,Diesel,2013,41506,1st,Karnataka,No,13,3192.769230769231,381150
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2006,171838,3rd+,Gujarat,No,20,8591.9,110261
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2023,13860,1st,Gujarat,No,3,4620.0,422400
Ford,EcoSport,Titanium+,SUV,Manual,Petrol,2020,177939,1st,Kerala,No,6,29656.5,1496250
Hyundai,Aura,Sportz,Sedan,Manual,Petrol,2022,36118,1st,West Bengal,No,4,9029.5,627000
Honda,Jazz,S,Sedan,Manual,Diesel,2019,175566,1st,Chhattisgarh,No,7,25080.85714285714,710718
Toyota,Glanza,V,Hatchback,Manual,Petrol,2019,71354,1st,West Bengal,No,7,10193.42857142857,1138830
Maruti Suzuki,Celerio,ZX,Hatchback,Manual,Diesel,2016,52563,1st,Delhi,No,10,5256.3,578793
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Petrol,2023,119302,2nd,Maharashtra,No,3,39767.333333333336,975744
Maruti Suzuki,Celerio,Z,Hatchback,Automatic,Petrol,2016,168481,1st,Delhi,No,10,16848.1,1267323
Maruti Suzuki,Dzire,ZX,Sedan,Automatic,Electric,2015,36443,2nd,West Bengal,No,11,3313.0,252363
Hyundai,Verna,SX,Sedan,Manual,Diesel,2006,164319,2nd,Gujarat,No,20,8215.95,227601
Renault,Kiger,RXZ,SUV,Manual,Petrol,2022,88823,2nd,Delhi,No,4,22205.75,1061121
Mahindra,TUV300,W11,SUV,Manual,Petrol,2019,135913,1st,Karnataka,No,7,19416.14285714286,970200
Maruti Suzuki,Ertiga,V,MPV,Manual,Petrol,2016,136865,1st,Rajasthan,No,10,13686.5,149625
Renault,Duster,RXZ,SUV,Manual,Diesel,2012,147773,3rd+,Delhi,Yes,14,10555.214285714286,188976
Maruti Suzuki,Dzire,Z,Sedan,Manual,Diesel,2021,131705,2nd,Uttar Pradesh,No,5,26341.0,187629
Toyota,Urban Cruiser,V,SUV,Manual,Petrol,2021,67742,1st,Karnataka,No,5,13548.4,703395
Mahindra,TUV300,AX7,SUV,Automatic,Diesel,2016,155742,1st,Gujarat,No,10,15574.2,1067220
Mahindra,Scorpio,AX5,SUV,Automatic,Petrol,2013,33750,2nd,Delhi,No,13,2596.153846153846,614922
Hyundai,Grand i10,Era,Hatchback,Automatic,Petrol,2015,74247,2nd,Telangana,No,11,6749.727272727273,259385
Volkswagen,Polo,Trendline,Hatchback,Manual,Diesel,2015,132258,1st,Karnataka,No,11,12023.454545454546,981750
Range Rover,Sport,SE,Luxury,Automatic,CNG,2013,160062,2nd,Maharashtra,No,13,12312.461538461539,321296
Chevrolet,Spark,LS,Hatchback,Manual,Petrol,2012,119347,2nd,Delhi,No,14,8524.785714285714,798600
Hyundai,Creta,Magna,SUV,Manual,Petrol,2016,12455,1st,Haryana,No,10,1245.5,418950
Maruti Suzuki,Alto,ZX,Hatchback,Automatic,Diesel,2019,10900,1st,Madhya Pradesh,No,7,1557.142857142857,869022
Hyundai,Venue,Sportz,SUV,Manual,Petrol,2021,146197,1st,Andhra Pradesh,No,5,29239.4,598500
Hyundai,Aura,Era,Sedan,Manual,Petrol,2021,52542,2nd,West Bengal,No,5,10508.4,1040067
Hyundai,Creta,SX(O),SUV,Manual,Petrol,2015,12412,1st,West Bengal,No,11,1128.3636363636363,1536150
Maruti Suzuki,Baleno,V,Hatchback,Manual,Petrol,2016,72281,2nd,Delhi,No,10,7228.1,176853
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2023,98512,1st,Punjab,No,3,32837.333333333336,1157100
Mahindra,TUV300,AX7,SUV,Manual,Petrol,2019,110217,2nd,Maharashtra,No,7,15745.285714285714,320166
Volkswagen,Ameo,GT,Sedan,Automatic,Petrol,2020,170253,1st,Telangana,No,6,28375.5,1034550
Maruti Suzuki,Dzire,ZX,Sedan,Automatic,Petrol,2016,158399,1st,Uttarakhand,No,10,15839.9,900622
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Petrol,2005,58487,2nd,Uttar Pradesh,No,21,2785.095238095238,475230
